	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3
ZFYVE9	542	517	847	443	471	1499
CC2D1B	678	625	916	616	577	1746
ORC1	48	42	43	25	28	103
PRPF38A	343	326	600	266	301	913
GPX7	10	6	13	12	12	21
ZYG11B	339	271	557	280	251	769
ZYG11A	2	3	3	3	2	5
ECHDC2	180	230	338	231	165	512
SCP2	2013	1790	2928	1117	1408	4128
PODN	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	0
CPT2	565	482	687	374	384	1157
C1orf123	253	205	337	209	193	663
MAGOH	724	530	851	501	544	1726
LOC100507564	6	11	20	3	7	16
LRP8	265	252	480	274	316	834
SLC25A3P1	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0
GLIS1	0	1	0	0	0	0
YIPF1	569	487	699	439	521	1252
DIO1	1	1	0	1	0	0
HSPB11	243	266	504	197	232	531
LRRC42	239	256	501	211	220	743
LDLRAD1	16	7	23	2	9	35
TMEM59	1511	1571	2835	1432	1300	3270
TCEANC2	305	263	448	180	259	698
MIR4781	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0
CYB5RL	13	6	20	13	7	33
MRPL37	1236	997	1421	1073	1032	3046
SSBP3	303	334	407	275	263	684
ACOT11	74	61	145	82	67	204
FAM151A	4	1	6	2	0	8
MROH7	0	0	0	0	0	0
TTC4	15	16	31	15	10	28
PARS2	67	43	101	63	72	168
TTC22	73	47	77	80	64	152
DHCR24	9159	8271	12536	7650	7017	22323
TMEM61	10	10	16	15	7	29
BSND	0	0	0	0	0	0
PCSK9	330	299	479	418	336	1001
USP24	936	756	1481	737	816	2256
LOC100507634	10	14	16	4	4	23
MIR4422	0	0	0	0	0	0
PRKAA2	101	105	199	90	84	187
C8A	0	0	0	0	0	0
C8B	8	6	9	5	4	3
DAB1	0	2	2	1	0	0
OMA1	201	233	648	211	221	541
TACSTD2	17848	19501	24884	18592	15773	39249
MYSM1	384	363	809	323	281	807
JUN	2380	2182	3268	2184	2176	6064
HSD52	0	0	0	0	0	0
FGGY	172	141	258	123	166	311
MIR4711	0	0	0	0	0	0
HOOK1	182	228	530	152	151	443
CYP2J2	59	51	98	54	55	172
C1orf87	0	0	0	0	0	0
NFIA	435	459	789	375	346	1036
MGC34796	0	0	0	0	0	0
TM2D1	536	552	712	617	389	1094
L1TD1	37	25	89	38	48	142
KANK4	334	293	492	241	300	691
USP1	122	163	390	123	96	315
DOCK7	840	828	1452	745	833	2412
ANGPTL3	0	0	0	0	0	0
ATG4C	63	66	174	66	71	204
LINC00466	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0
ALG6	21	42	91	31	32	62
ITGB3BP	22	49	168	39	41	115
EFCAB7	149	175	263	84	102	243
DLEU2L	7	6	12	5	5	10
PGM1	1187	1053	1785	953	965	2943
ROR1	17	9	29	29	22	25
UBE2U	0	0	0	0	0	0
CACHD1	148	120	179	123	116	375
MIR4794	0	0	0	0	0	0
RAVER2	214	182	357	147	181	532
JAK1	1763	1592	2617	1556	1829	4806
MIR3671	0	0	0	0	0	0
MIR101-1	0	0	0	0	0	0
AK4	1108	880	1487	819	899	2705
DNAJC6	86	58	150	78	60	208
LEPROT	875	879	2003	744	730	2296
LEPR	150	142	305	156	149	328
PDE4B	3	1	3	4	10	13
SGIP1	0	3	0	2	2	9
MIR3117	0	0	0	0	0	0
TCTEX1D1	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
WDR78	47	64	135	54	50	121
MIER1	415	347	799	266	331	897
SLC35D1	414	476	829	344	326	902
C1orf141	0	0	0	0	0	0
IL23R	0	0	0	0	0	0
IL12RB2	16	12	11	17	8	23
SERBP1	5612	4555	7333	5038	4723	13535
GADD45A	5779	5446	8129	4780	5905	14920
GNG12	1400	1370	3145	1543	1226	4347
GNG12-AS1	2	1	0	3	2	4
DIRAS3	0	1	0	0	2	0
WLS	931	864	1307	604	671	1845
MIR1262	0	0	0	0	0	0
RPE65	0	0	0	0	0	0
DEPDC1	63	66	150	55	52	125
LRRC7	0	3	1	0	0	0
PIN1P1	0	0	0	0	0	0
LRRC40	133	168	463	138	141	423
SRSF11	4155	3573	4971	2677	3437	8938
ANKRD13C	243	233	350	209	190	608
HHLA3	125	130	156	85	125	279
CTH	48	47	74	37	36	129
PTGER3	0	0	0	0	1	3
ZRANB2-AS1	12	20	8	6	17	32
ZRANB2	1010	907	1967	778	797	2277
MIR186	0	0	0	0	0	0
ZRANB2-AS2	2	3	0	0	2	6
NEGR1	4	5	8	5	6	14
NEGR1-IT1	0	0	0	0	0	0
LRRIQ3	6	4	7	2	5	1
FPGT-TNNI3K	0	0	0	0	0	0
FPGT	80	79	164	36	53	176
TNNI3K	0	0	0	0	0	0
CRYZ	623	456	901	410	440	1356
TYW3	414	406	839	383	408	1210
LHX8	0	0	1	0	0	0
SLC44A5	61	76	139	40	54	130
ACADM	458	438	846	420	383	1100
RABGGTB	1552	1337	2480	1137	1493	3748
SNORD45C	0	0	1	1	1	0
SNORD45A	0	3	0	1	8	0
SNORD45B	0	0	0	1	0	0
MSH4	0	2	7	0	3	4
ASB17	0	1	0	0	0	0
ST6GALNAC3	0	1	1	0	1	0
ST6GALNAC5	47	30	61	28	35	70
PIGK	279	275	455	231	236	668
AK5	0	0	1	1	0	1
ZZZ3	557	472	871	391	474	1297
USP33	287	360	674	263	315	780
NEXN	345	364	571	243	318	825
FUBP1	3424	2867	4609	2405	2936	8203
DNAJB4	244	301	656	174	221	568
GIPC2	7	8	10	1	5	4
MGC27382	0	0	0	0	0	0
PTGFR	1	3	0	1	0	0
IFI44L	23	70	29	128	163	586
IFI44	169	156	249	248	278	816
MIR548AP	0	0	0	0	0	0
TTLL7	100	78	144	81	91	234
PRKACB	140	138	260	93	85	250
SAMD13	9	2	10	3	5	3
UOX	0	0	0	0	0	3
DNASE2B	0	0	0	0	0	0
RPF1	365	362	733	397	390	1103
GNG5	412	488	970	431	383	1283
CTBS	54	100	158	80	58	171
SSX2IP	135	175	343	94	135	326
LPAR3	209	206	429	162	165	581
MCOLN2	30	24	44	21	21	47
MCOLN3	198	216	325	110	141	357
WDR63	98	100	171	55	66	219
MIR4423	0	0	1	0	1	0
SYDE2	48	50	66	28	29	70
C1orf52	186	126	268	150	152	405
BCL10	264	261	445	200	271	674
LOC646626	26	16	21	3	8	32
DDAH1	97	67	137	78	75	252
CYR61	1835	1720	2940	1791	2010	6098
ZNHIT6	642	579	976	534	585	1747
COL24A1	2	2	1	4	2	12
ODF2L	338	351	782	327	383	946
CLCA2	3889	3675	6184	2336	2531	6683
CLCA1	0	1	0	0	0	1
CLCA4	255	201	327	152	163	458
CLCA3P	5	3	17	9	4	14
SH3GLB1	1732	1590	2874	1435	1596	4366
HS2ST1	174	201	363	141	150	425
LMO4	244	227	386	186	176	414
PKN2	674	711	1332	529	598	1839
GTF2B	508	431	691	389	454	1151
RBMXL1	265	221	366	164	216	594
GBP3	980	872	1442	838	960	2570
GBP1	209	255	350	267	287	724
GBP2	54	59	79	60	47	96
GBP7	0	0	1	0	0	0
GBP4	14	20	44	10	15	36
GBP5	9	18	7	39	27	94
GBP6	1656	1544	2460	998	1117	3526
GBP1P1	9	27	16	5	15	24
LRRC8B	48	62	101	55	70	178
LRRC8C	253	210	457	231	230	714
LRRC8D	401	378	693	373	361	1135
GEMIN8P4	9	2	11	5	2	17
ZNF326	858	745	1101	593	696	1845
BARHL2	0	0	0	0	0	0
ZNF644	451	434	999	380	385	1071
HFM1	0	2	1	0	0	0
CDC7	96	81	186	65	72	239
TGFBR3	29	34	33	20	20	64
BRDT	0	0	0	0	0	0
EPHX4	10	11	32	10	12	28
BTBD8	11	5	17	13	7	17
KIAA1107	70	78	163	68	58	184
C1orf146	0	0	0	0	0	0
GLMN	23	23	79	21	28	73
RPAP2	121	147	301	123	146	315
GFI1	5	1	0	2	0	21
EVI5	403	344	716	338	318	1022
RPL5	11383	9399	16683	8775	9154	28935
FAM69A	320	322	654	283	331	786
SNORD21	1	0	4	1	1	3
SNORA66	4	2	2	0	1	2
MTF2	210	189	393	188	198	535
TMED5	547	644	1062	455	454	1485
CCDC18	59	45	133	46	43	154
DR1	591	545	1055	463	479	1356
FNBP1L	1328	1227	2525	1060	1148	3231
BCAR3	965	851	1362	970	881	2845
LOC100129046	3	2	0	1	2	17
MIR760	0	0	0	0	0	0
DNTTIP2	900	865	1722	853	929	2628
GCLM	545	504	761	436	461	1265
ABCA4	3	11	15	7	7	26
ARHGAP29	504	543	1171	365	383	1301
ABCD3	358	407	882	370	310	877
F3	9600	8527	13395	10120	11091	31900
SLC44A3	187	176	285	131	151	354
CNN3	2177	1822	2740	1478	1763	4972
LOC729970	9	7	9	0	7	12
ALG14	70	75	122	74	78	194
TMEM56	1	2	8	1	3	4
TMEM56-RWDD3	0	0	0	1	0	0
RWDD3	12	19	59	26	20	70
PTBP2	95	154	270	86	89	264
DPYD	56	31	76	43	43	90
DPYD-AS1	1	0	0	0	0	0
MIR137HG	0	0	3	0	0	0
MIR2682	0	0	0	0	0	0
MIR137	0	0	0	0	0	0
SNX7	438	455	848	351	395	1048
LOC100129620	0	0	0	0	0	0
PALMD	285	258	435	141	197	527
MIR548AA1	0	0	0	0	0	0
MIR548D1	2	1	0	3	2	1
FRRS1	103	138	206	84	91	181
AGL	444	460	802	357	354	1058
SLC35A3	189	266	631	195	195	629
SASS6	62	83	179	55	56	147
TRMT13	184	174	270	120	139	466
LRRC39	5	15	10	7	15	20
DBT	465	453	876	390	400	1083
RTCA	791	772	1573	918	797	2140
MIR553	0	0	0	1	0	1
CDC14A	17	23	58	16	19	44
GPR88	0	0	0	0	0	0
VCAM1	0	0	0	0	0	0
EXTL2	73	82	150	48	44	126
SLC30A7	243	227	482	227	192	602
DPH5	395	350	628	302	372	1026
S1PR1	29	26	37	18	15	62
OLFM3	0	0	0	0	0	0
DNAJA1P5	0	0	0	0	0	0
COL11A1	0	2	1	1	1	8
RNPC3	194	259	433	160	160	427
AMY2B	44	53	67	38	45	110
ACTG1P4	2	0	0	1	0	1
AMY2A	0	0	1	0	0	1
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	0	0	0	0	0	0
PRMT6	116	93	196	111	77	249
NTNG1	46	25	36	30	26	110
VAV3	378	394	713	220	255	698
VAV3-AS1	0	0	0	0	0	0
SLC25A24	832	722	1535	682	645	1956
NBPF4	1	0	0	0	0	0
NBPF6	0	0	0	0	0	0
FAM102B	54	55	90	24	42	131
HENMT1	12	22	21	11	13	47
PRPF38B	2389	2142	2811	1577	2070	5775
FNDC7	0	0	4	0	1	0
STXBP3	424	394	744	295	388	984
AKNAD1	1	7	2	3	2	11
GPSM2	407	318	711	242	272	712
CLCC1	477	454	684	383	419	1184
WDR47	570	549	986	506	557	1671
TAF13	617	508	1019	434	513	1624
TMEM167B	292	288	475	251	249	777
SCARNA2	0	0	0	1	0	0
C1orf194	0	0	0	0	0	0
KIAA1324	15	14	18	6	13	22
SARS	3459	2856	4593	3237	3144	9278
CELSR2	1258	1469	1887	1231	915	2946
PSRC1	133	123	193	71	84	293
MYBPHL	15	6	28	16	12	44
SORT1	1031	990	1415	746	739	2242
PSMA5	974	779	1272	811	918	2797
SYPL2	1	0	0	3	0	0
ATXN7L2	34	24	31	36	32	74
CYB561D1	284	298	386	200	191	585
AMIGO1	6	8	13	3	4	18
GPR61	0	0	0	0	0	0
GNAI3	979	890	1764	845	918	2733
MIR197	0	0	3	0	0	1
GNAT2	0	1	1	0	0	2
AMPD2	346	278	481	367	291	824
GSTM4	42	50	51	33	46	108
GSTM2	20	34	23	12	15	36
GSTM1	44	39	71	40	31	89
GSTM5	0	0	0	0	0	0
GSTM3	133	107	170	99	108	358
EPS8L3	1	0	0	1	0	3
CSF1	169	192	210	230	204	526
AHCYL1	2090	1868	3313	1634	1826	5293
STRIP1	395	395	604	360	388	1107
ALX3	0	0	4	2	2	0
UBL4B	0	0	0	0	0	0
SLC6A17	5	2	4	2	1	6
KCNC4	77	67	73	82	51	200
RBM15	149	144	264	149	136	380
SLC16A4	318	336	598	244	256	845
LAMTOR5	553	434	907	416	487	1385
PROK1	0	0	0	0	0	0
CYMP	1	0	2	1	1	0
KCNA10	0	0	0	0	0	1
KCNA2	0	0	0	1	0	0
KCNA3	0	0	0	0	0	0
CD53	0	0	0	0	0	0
LRIF1	163	217	364	160	164	409
DRAM2	590	592	1066	475	573	1300
CEPT1	675	584	1154	555	540	1338
DENND2D	298	254	394	242	253	727
CHI3L2	3	0	3	0	5	24
CHIAP2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
PIFO	9	15	10	6	4	17
PGCP1	0	0	0	0	0	0
OVGP1	37	41	91	33	44	174
WDR77	774	646	1184	615	645	2088
C1orf162	7	7	15	3	5	24
ADORA3	0	0	0	0	0	0
RAP1A	620	509	784	394	454	1312
DDX20	239	222	406	227	264	691
KCND3	6	0	0	1	5	2
CTTNBP2NL	1160	993	1672	999	1021	2994
MIR4256	0	0	0	0	1	0
WNT2B	5	6	14	9	7	13
ST7L	120	97	178	67	99	234
CAPZA1	1979	1986	3638	1539	1784	5044
MOV10	827	850	1102	817	712	1995
RHOC	4242	3841	6336	4774	4012	12683
PPM1J	66	60	81	71	61	178
FAM19A3	0	1	3	1	2	0
SLC16A1	2584	2471	4230	2369	2619	6471
AKR7A2P1	0	2	0	0	0	0
LRIG2	107	69	166	89	94	261
LOC643441	0	0	0	0	0	0
MAGI3	191	176	255	157	136	446
PHTF1	199	169	266	132	169	489
RSBN1	136	149	277	154	113	306
PTPN22	2	2	7	2	7	8
AP4B1-AS1	1	5	0	2	0	3
BCL2L15	10	3	28	16	10	22
AP4B1	146	121	154	111	130	381
DCLRE1B	159	117	242	130	136	405
HIPK1	666	536	861	514	521	1627
OLFML3	7	7	11	13	10	35
SYT6	0	0	0	0	0	0
TRIM33	736	794	1382	748	674	2087
BCAS2	355	362	766	308	307	805
DENND2C	191	175	306	181	168	489
AMPD1	1	1	0	0	0	0
NRAS	502	517	1121	449	434	1375
CSDE1	9757	8369	14749	7846	8400	24691
SIKE1	237	227	481	200	204	627
SYCP1	0	0	0	0	0	0
TSHB	0	0	0	0	0	0
TSPAN2	8	6	21	5	15	16
NGF	0	6	4	1	4	6
VANGL1	882	930	1472	769	729	2286
CASQ2	1	3	4	4	1	9
NHLH2	40	37	56	27	17	40
SLC22A15	311	303	511	262	299	678
MAB21L3	36	31	56	17	17	73
ATP1A1	9460	8744	13150	7238	7765	21809
CD58	72	127	290	101	100	235
IGSF3	2359	2207	3774	2294	2098	6178
MIR320B1	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	6859	6258	10083	6135	6085	17183
CD101	24	31	66	25	41	95
TTF2	250	242	410	249	304	747
MIR942	0	0	0	0	0	2
TRIM45	43	54	62	42	32	120
VTCN1	249	166	296	98	92	212
MAN1A2	865	884	1428	589	696	1969
GDAP2	189	223	347	194	200	575
WDR3	805	612	1169	635	712	2139
SPAG17	11	23	42	21	11	44
TBX15	0	0	0	0	0	0
WARS2	55	53	108	50	65	174
HAO2	0	0	0	0	0	0
HSD3B2	0	0	0	0	0	0
HSD3B1	0	0	0	0	0	0
HSD3BP4	0	1	0	0	0	0
LINC00622	1	0	0	0	2	4
ZNF697	161	159	338	166	185	419
PHGDH	117	90	139	79	43	183
HMGCS2	0	0	0	0	0	0
REG4	0	0	0	0	1	5
NBPF7	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	2806	2698	4074	2410	2429	7119
FAM72B	15	14	36	9	10	41
HIST2H2BA	1	2	2	7	2	7
FCGR1B	0	0	0	0	0	0
SRGAP2D	57	44	76	36	32	90
EMBP1	6	6	15	5	11	21
ANKRD20A12P	0	0	1	0	0	0
PPIAL4G	0	0	0	0	0	0
FAM72D	9	13	6	4	8	18
LINC00623	0	0	0	0	0	0
PPIAL4C	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	4	2	0	2	2	3
NBPF9	103	119	168	96	140	330
PDE4DIP	783	755	1083	555	640	1675
SEC22B	989	808	1378	853	848	2506
NBPF10	591	526	882	470	549	1349
TXNIP	5338	4806	8409	4354	4480	12964
POLR3GL	423	363	530	318	406	991
ANKRD34A	27	32	39	23	14	81
LIX1L	50	32	82	50	43	184
RBM8A	2215	1739	2909	1911	1940	5549
GNRHR2	18	32	19	8	7	32
PEX11B	206	166	297	199	183	481
ITGA10	43	30	62	26	46	106
ANKRD35	24	26	34	23	11	56
PIAS3	682	656	925	628	589	1738
NUDT17	31	16	46	19	21	73
POLR3C	386	357	539	306	317	935
RNF115	248	217	382	185	219	584
CD160	1	0	0	1	1	1
PDZK1	13	13	20	25	11	48
GPR89A	19	25	42	21	16	99
PDZK1P1	0	0	0	0	0	0
NBPF11	0	0	0	0	0	0
HYDIN2	0	0	0	0	0	0
LOC728989	0	2	3	0	0	0
PRKAB2	753	772	1540	650	609	1733
FMO5	16	14	22	6	3	16
CHD1L	739	632	1066	592	630	1866
LINC00624	0	0	0	0	0	1
BCL9	467	418	619	361	412	1074
ACP6	216	238	363	214	190	641
GJA5	36	34	73	42	34	187
GJA8	0	0	0	0	0	0
GPR89B	6	4	17	2	5	14
MIR5087	0	0	0	0	0	0
NBPF14	82	53	69	88	80	231
PPIAL4F	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
NBPF15	45	43	74	46	57	157
PPIAL4E	0	0	0	0	0	0
HIST2H2BF	4	4	7	3	3	7
FCGR1A	0	0	0	0	0	0
HIST2H3D	1	0	4	1	0	0
HIST2H4A	0	0	0	0	0	0
HIST2H4B	0	0	0	0	0	0
HIST2H3C	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0
HIST2H2AA4	0	0	0	0	0	0
HIST2H2AA3	0	0	0	0	0	0
HIST2H2BC	0	0	4	0	3	5
HIST2H2BE	202	173	354	174	181	493
HIST2H2AC	2	2	2	0	1	2
HIST2H2AB	1	0	0	0	0	1
BOLA1	27	20	28	30	14	66
SV2A	3	2	8	4	2	11
SF3B4	1152	1012	1519	1173	937	3101
MTMR11	205	140	267	161	160	507
OTUD7B	719	635	1002	538	630	1620
VPS45	411	365	613	307	341	1058
PLEKHO1	48	43	74	52	55	134
ANP32E	769	670	1255	513	586	1837
CA14	2	1	2	1	0	2
APH1A	1044	958	1394	956	994	2511
C1orf54	12	12	25	9	11	28
MRPS21	2105	1646	2639	1899	1972	6188
PRPF3	918	700	1212	743	784	2252
RPRD2	832	732	1226	681	711	2094
TARS2	709	671	1051	653	615	1934
ECM1	1448	1222	1917	1525	1198	4160
ADAMTSL4	259	318	461	336	318	1053
MIR4257	0	3	0	2	1	5
MCL1	4349	4213	7360	3778	3889	11114
ENSA	1527	1367	2333	1349	1276	4076
GOLPH3L	677	672	1245	573	606	1674
HORMAD1	26	31	70	32	31	79
CTSS	140	136	169	127	148	406
CTSK	68	82	165	76	76	251
ARNT	718	530	862	664	645	1847
SETDB1	466	396	620	396	393	1167
CERS2	1674	1513	2589	1482	1616	4486
ANXA9	29	24	29	34	40	102
BNIPL	82	75	132	59	79	217
C1orf56	10	17	16	15	15	38
CDC42SE1	3379	3046	4943	2832	3168	8902
MLLT11	970	803	1462	998	937	3206
GABPB2	130	117	175	104	122	348
SEMA6C	36	47	39	40	40	106
TNFAIP8L2	0	1	0	0	0	0
TNFAIP8L2-SCNM1	0	0	0	0	0	0
LYSMD1	113	100	143	111	74	280
SCNM1	1	8	0	2	0	5
TMOD4	7	3	6	2	5	3
VPS72	933	794	1359	875	847	2528
PIP5K1A	2043	2126	3619	1949	1921	5817
PSMD4	1409	1187	1954	1234	1346	3979
ZNF687	299	288	439	315	259	686
PI4KB	1071	876	1424	979	964	2761
RFX5	1119	1040	1591	1065	1078	2986
SELENBP1	47	55	81	53	46	102
PSMB4	1543	1296	2054	1328	1365	3984
POGZ	1054	979	1441	873	870	2664
CGN	591	609	890	542	464	1480
TUFT1	995	755	1299	889	900	2696
MIR554	0	0	0	0	0	0
SNX27	604	572	996	499	536	1454
CELF3	0	0	0	0	0	0
RIIAD1	0	0	0	0	0	0
MRPL9	346	329	452	337	306	919
OAZ3	21	19	19	16	12	61
TDRKH	169	145	280	118	139	340
LINGO4	0	0	0	0	0	1
RORC	26	13	28	16	9	38
C2CD4D	2	3	3	1	1	6
LOC100132111	16	6	6	10	5	24
THEM5	0	0	0	0	1	0
THEM4	241	245	381	220	226	551
S100A10	26856	23597	33334	18603	20791	67548
S100A11	35608	31282	35724	29432	30234	88282
TCHHL1	11	12	25	5	6	20
TCHH	15	15	24	11	13	38
RPTN	24	19	32	14	21	29
HRNR	4	5	0	1	0	0
FLG	99	94	117	96	59	249
FLG2	1	1	0	0	0	0
CRNN	28	13	43	25	15	99
LCE5A	0	1	0	0	0	4
CRCT1	56	62	101	99	82	411
LCE3E	1	1	0	3	1	3
LCE3D	9	3	6	3	2	26
LCE3C	0	0	0	0	0	3
LCE3B	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE2C	0	0	1	0	0	0
LCE2B	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
C1orf68	1	1	0	1	2	2
KPRP	20	23	49	14	11	38
LCE1F	5	0	4	2	0	2
LCE1E	9	16	12	5	5	47
LCE1D	0	0	0	0	0	0
LCE1C	6	10	11	6	5	21
LCE1B	11	2	21	9	6	9
LCE1A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
SMCP	0	0	0	0	0	3
IVL	1099	1235	1723	2316	1646	7093
SPRR4	0	1	0	0	1	0
SPRR1A	152	130	209	218	165	700
SPRR3	758	625	1136	681	624	2315
SPRR1B	1445	1759	3039	2786	1680	6540
SPRR2D	82	56	101	547	340	1605
SPRR2A	182	229	278	598	468	1881
SPRR2B	0	0	0	2	1	0
SPRR2E	6	5	10	83	48	182
SPRR2F	0	0	0	7	2	16
SPRR2C	1	0	2	4	5	3
SPRR2G	0	1	0	1	0	0
LELP1	0	0	0	0	0	0
PRR9	0	0	0	0	0	0
LOR	0	0	0	0	0	0
PGLYRP3	7	14	7	16	11	34
PGLYRP4	33	32	54	120	129	357
S100A9	6274	6288	10207	13634	11672	34937
S100A12	23	28	43	42	51	206
S100A8	729	570	790	1844	2004	6080
S100A7A	1	0	0	6	3	12
S100A7	2	1	0	13	14	52
S100A6	23699	18554	29187	20294	20353	66047
S100A5	0	0	1	3	0	5
S100A4	154	163	236	146	151	425
S100A3	105	132	160	116	94	279
S100A2	110891	95115	164736	86877	91154	254218
S100A16	6409	5947	9150	6879	5179	18344
S100A14	27861	23337	39287	23129	24857	70006
S100A13	679	618	906	521	527	1713
S100A1	0	0	0	2	0	6
CHTOP	532	527	967	575	537	1552
SNAPIN	166	149	236	129	113	363
ILF2	2252	1770	3071	1847	2097	6119
NPR1	0	0	0	0	0	1
INTS3	1128	1014	1640	1005	967	2796
SLC27A3	38	65	66	47	37	134
GATAD2B	652	584	961	482	577	1679
DENND4B	274	294	375	299	259	686
CRTC2	815	861	1139	875	705	2292
SLC39A1	1678	1631	2423	1484	1506	4266
CREB3L4	57	46	69	54	66	123
JTB	489	452	652	438	368	1189
RAB13	1839	1579	2299	1583	1723	4900
RPS27	7474	5461	8551	5545	5640	19051
NUP210L	3	0	0	0	0	1
TPM3	4433	3559	6144	4230	3693	12255
MIR190B	0	0	0	0	0	0
C1orf189	0	2	0	0	0	0
C1orf43	1412	1280	1963	1240	1071	3190
UBAP2L	6443	5178	7793	5200	5471	15620
HAX1	784	653	1037	707	709	2136
AQP10	1	7	12	3	8	10
ATP8B2	310	279	536	316	292	891
IL6R	597	700	1017	427	410	1003
SHE	0	1	0	0	0	0
TDRD10	0	0	0	0	0	0
UBE2Q1	1428	1239	2129	1138	1184	3366
CHRNB2	1	0	6	1	2	1
ADAR	3566	3078	4944	3220	3515	11018
KCNN3	0	0	4	1	0	0
PMVK	143	122	191	149	106	323
PBXIP1	863	755	1118	680	673	1719
PYGO2	290	287	431	290	253	807
SHC1	10331	9110	13524	10389	9329	28104
CKS1B	314	210	314	199	257	867
MIR4258	4	3	3	2	2	14
FLAD1	500	453	677	551	463	1363
LENEP	0	0	0	0	0	0
ZBTB7B	864	985	1305	996	679	2244
DCST2	4	5	1	2	3	9
DCST1	2	0	2	0	0	4
ADAM15	3334	3505	4877	3675	2776	8192
EFNA4	135	110	184	147	101	357
EFNA3	197	153	240	186	172	492
EFNA1	839	822	1162	1312	1175	3264
SLC50A1	876	693	964	612	659	2119
DPM3	96	108	117	131	61	184
KRTCAP2	447	431	523	432	381	1123
TRIM46	35	59	65	58	43	163
MUC1	732	730	925	724	613	1717
MIR92B	0	0	0	0	0	0
THBS3	252	287	375	287	307	836
MTX1	175	128	286	145	153	503
GBAP1	21	16	35	11	13	63
GBA	652	632	814	600	569	1636
FAM189B	541	548	725	566	470	1525
SCAMP3	481	488	712	509	392	1308
CLK2	719	653	914	559	608	1803
HCN3	38	41	53	34	34	80
PKLR	0	0	0	0	0	4
FDPS	3766	3028	4886	3871	4129	13208
RUSC1-AS1	8	26	4	13	11	65
RUSC1	314	334	455	347	287	886
ASH1L	1366	1129	1878	956	1064	3110
MIR555	0	0	0	0	0	0
POU5F1P4	0	0	0	0	0	0
ASH1L-AS1	12	0	10	5	8	4
MSTO1	5	8	7	7	9	8
MSTO2P	35	34	51	27	25	62
YY1AP1	922	818	1022	825	859	2441
DAP3	988	811	1267	802	957	2777
GON4L	942	922	1450	957	906	2694
SYT11	10	11	27	22	11	27
RIT1	507	515	934	475	510	1465
SCARNA4	1	0	2	0	3	1
RXFP4	0	1	0	0	0	0
ARHGEF2	798	729	1097	854	841	2491
SSR2	1689	1495	2354	1516	1531	4745
UBQLN4	1168	1091	1786	1106	1090	3091
LAMTOR2	1081	929	1191	1209	883	2770
RAB25	1075	997	1769	1054	987	3243
MEX3A	289	292	366	277	333	804
LMNA	2171	2346	3783	2569	1605	5454
SEMA4A	159	141	223	163	136	431
SLC25A44	677	592	942	553	565	1748
PMF1	100	69	104	83	84	256
PMF1-BGLAP	0	0	0	0	0	0
BGLAP	0	0	0	0	0	0
PAQR6	54	79	75	36	46	124
SMG5	1188	1035	1792	1049	1012	3220
TMEM79	208	191	310	196	172	537
VHLL	0	2	0	0	0	0
CCT3	5369	4227	7144	4553	4858	14802
TSACC	25	23	31	10	14	80
RHBG	0	1	0	2	0	2
C1orf61	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0
MEF2D	899	842	1329	898	838	2407
IQGAP3	125	124	191	107	102	297
TTC24	0	0	0	0	0	0
GPATCH4	828	804	1315	677	745	2630
HAPLN2	0	0	0	1	0	0
BCAN	0	0	1	0	0	0
NES	8	9	4	11	11	11
CRABP2	2062	2237	3402	2172	2082	6486
ISG20L2	683	566	935	673	719	2219
RRNAD1	137	119	242	151	116	311
MRPL24	646	514	831	565	546	1650
HDGF	6846	6042	10196	7512	7817	23225
PRCC	679	638	1058	666	669	1989
SH2D2A	23	8	28	34	12	94
NTRK1	0	0	0	0	0	0
INSRR	0	0	0	0	0	0
PEAR1	217	221	341	245	229	697
LRRC71	4	1	3	1	3	0
ARHGEF11	565	519	767	497	474	1243
MIR765	0	0	0	0	0	0
ETV3L	0	0	0	0	0	0
ETV3	227	202	397	217	274	774
CYCSP52	0	1	0	0	0	0
FCRL5	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0
FCRL2	0	0	0	0	0	0
FCRL1	0	0	0	0	0	0
