NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004069.2
2	0	2	6	0	4	0	0	0	0	0	1	4	1	0	0	1	0	1	0	2	NA	NA	AC004076.5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004076.9
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004112.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	NA	NA	AC004112.7
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NA	NA	AC004156.3
0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	NA	NA	AC004158.1
0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004158.3
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	NA	NA	AC004160.4
0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	NA	NA	AC004166.6
0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NA	NA	AC004237.1
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC004257.1
11	0	1	2	3	6	1	0	1	2	2	0	16	2	0	0	1	0	1	9	4	NA	NA	AC004381.6
0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	NA	NA	AC004381.7
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004383.3
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC004386.4
11	1	8	15	1	12	4	2	1	3	13	8	27	4	8	2	10	1	5	8	3	NA	NA	AC004447.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	AC004448.2
0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	NA	AC004448.5
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004449.6
5	4	4	1	2	23	0	0	2	4	4	4	15	3	1	0	3	0	10	10	8	NA	NA	AC004453.8
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NA	NA	AC004461.4
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004471.10
4	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	NA	NA	AC004471.9
1	0	2	1	0	2	0	0	0	0	2	0	6	1	1	0	0	0	0	0	1	NA	NA	AC004490.1
2	1	0	4	0	2	1	1	0	3	0	0	2	0	0	0	1	0	4	2	5	NA	NA	AC004538.3
1	0	0	0	1	18	0	0	0	3	0	1	9	0	1	0	0	0	1	0	2	NA	NA	AC004540.4
3	0	4	1	0	1	2	0	0	0	3	2	4	0	4	1	2	0	0	0	2	NA	NA	AC004540.5
0	0	0	0	0	1	0	0	0	1	0	1	4	2	0	0	0	0	0	0	0	NA	NA	AC004549.6
0	1	3	1	0	1	0	1	1	0	5	6	0	0	0	0	1	0	0	6	1	NA	NA	AC004593.3
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004603.4
1	0	0	4	0	3	0	2	0	0	0	3	3	0	1	0	2	0	0	0	0	NA	NA	AC004623.3
0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004637.1
0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004691.5
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004754.3
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	AC004824.2
3	1	1	9	1	3	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	NA	NA	AC004837.5
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	NA	AC004840.8
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	AC004862.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	NA	AC004870.5
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004878.2
0	0	2	3	0	1	2	0	0	0	0	0	4	2	0	0	1	0	0	1	1	NA	NA	AC004893.10
3	0	11	6	2	27	13	3	1	5	7	6	18	5	4	1	2	1	0	4	7	NA	NA	AC004893.11
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC004895.4
0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NA	NA	AC004906.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	AC004920.3
0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	NA	NA	AC004941.3
6	0	0	3	1	0	0	1	0	4	0	0	1	4	0	0	0	0	0	8	0	NA	NA	AC004945.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	NA	NA	AC004947.2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	NA	NA	AC004951.5
15	1	12	10	0	27	9	1	1	0	8	9	24	3	2	0	11	1	14	5	16	NA	NA	AC004951.6
1	0	2	8	0	17	1	2	0	4	8	4	18	2	0	0	2	0	8	0	9	NA	NA	AC004967.7
2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC004980.10
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC004980.11
17	2	4	25	0	17	4	0	1	2	3	6	25	3	3	0	11	1	2	4	9	NA	NA	AC004980.7
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC004980.9
1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	NA	NA	AC004985.12
1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	NA	NA	AC004987.9
0	0	1	0	2	3	1	0	1	0	1	4	1	0	1	0	0	0	0	0	2	NA	NA	AC004988.1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005013.5
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005014.5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005017.2
0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	NA	NA	AC005019.2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005033.6
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	AC005037.3
0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	AC005037.4
0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005037.6
0	0	0	0	0	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	NA	NA	AC005042.2
5	1	15	4	1	22	2	0	2	4	1	2	28	4	2	0	2	0	6	0	4	NA	NA	AC005042.4
0	0	0	1	0	4	0	0	0	0	0	0	4	0	0	0	1	0	1	1	2	NA	NA	AC005062.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC005071.1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005071.3
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005076.5
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005077.12
0	0	0	0	0	5	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	NA	NA	AC005077.14
0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	5	0	2	NA	NA	AC005082.12
0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	NA	NA	AC005083.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC005086.1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005102.1
0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	4	0	0	NA	NA	AC005104.3
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005105.2
309	60	226	180	39	421	74	72	19	91	155	170	415	115	41	1	136	4	304	111	346	NA	NA	AC005154.6
8	1	6	0	0	9	4	1	0	1	3	14	16	1	1	0	1	1	10	2	9	NA	NA	AC005154.7
1	1	6	0	1	2	1	0	0	0	0	3	4	0	0	0	0	0	0	1	0	NA	NA	AC005154.8
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005162.4
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005162.5
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005197.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005220.3
3	0	0	2	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	NA	NA	AC005224.2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005229.1
0	0	1	2	0	3	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	NA	NA	AC005237.4
0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	NA	NA	AC005251.3
11	0	17	3	0	12	1	2	0	2	1	4	7	3	2	0	4	0	0	4	9	NA	NA	AC005253.2
0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	NA	NA	AC005255.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC005255.5
5	1	17	4	4	21	4	4	0	2	8	3	9	2	1	0	5	0	4	1	5	NA	NA	AC005264.2
0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005281.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC005306.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	AC005307.1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005307.3
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005324.6
1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005329.7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005330.2
1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	AC005336.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005351.1
0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC005355.2
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC005355.3
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	AC005358.3
0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	NA	NA	AC005387.2
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005387.3
1	0	0	0	0	0	1	0	0	4	0	2	6	1	0	0	0	0	0	1	0	NA	NA	AC005477.1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	NA	NA	AC005480.1
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	NA	NA	AC005481.5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005487.2
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	AC005514.2
0	0	1	1	0	3	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	NA	NA	AC005517.3
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005518.2
2	1	3	11	1	12	3	0	1	1	1	1	4	1	0	0	0	0	0	5	1	NA	NA	AC005519.4
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005522.7
0	0	0	2	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005532.5
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NA	NA	AC005534.6
0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	NA	NA	AC005534.8
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	AC005537.2
0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	NA	NA	AC005539.2
8	0	4	4	2	28	4	1	2	2	4	7	17	5	2	0	2	1	7	4	6	NA	NA	AC005540.3
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	NA	NA	AC005546.2
22	5	11	14	3	10	0	0	1	1	1	2	13	0	2	0	2	0	11	2	2	NA	NA	AC005550.3
7	0	6	2	0	4	0	1	0	1	1	2	8	7	2	0	2	0	3	1	1	NA	NA	AC005562.1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	NA	NA	AC005578.3
0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NA	NA	AC005592.1
0	1	5	0	0	4	1	0	0	0	0	0	3	0	0	0	0	0	2	0	4	NA	NA	AC005592.2
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005592.3
0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	0	1	1	1	NA	NA	AC005614.3
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	AC005614.5
2	1	2	0	0	12	0	0	1	1	2	4	12	0	0	0	0	0	2	0	0	NA	NA	AC005618.6
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC005624.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC005625.1
1	2	8	6	0	2	0	0	0	0	1	1	1	0	1	0	0	3	2	1	2	NA	NA	AC005682.5
0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005682.6
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005682.7
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005702.3
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005702.4
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005740.4
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005740.5
4	0	9	3	0	8	0	0	3	0	1	2	1	2	0	1	1	0	1	0	0	NA	NA	AC005740.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC005741.2
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005752.10
4	0	19	3	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	4	NA	NA	AC005753.1
1	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	NA	NA	AC005754.7
0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	NA	NA	AC005754.8
0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	NA	NA	AC005757.6
1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	AC005775.2
0	1	2	9	0	0	1	0	0	0	0	0	0	4	1	0	0	0	3	0	3	NA	NA	AC005776.1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005779.2
3	0	1	1	0	6	1	1	0	0	0	1	4	0	0	0	2	0	0	0	5	NA	NA	AC005785.2
0	1	1	1	1	0	0	0	0	0	1	0	8	0	0	0	1	0	3	0	1	NA	NA	AC005785.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC005786.6
1	2	1	0	2	2	0	1	1	4	0	0	4	1	0	1	4	0	9	2	2	NA	NA	AC005795.1
0	0	0	1	0	1	1	0	0	1	1	1	6	2	0	0	1	0	4	0	2	NA	NA	AC005822.1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NA	NA	AC005863.1
5	0	0	2	0	7	2	0	0	1	3	0	6	0	0	0	0	0	7	4	4	NA	NA	AC005884.1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC005932.1
0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	NA	NA	AC005954.3
0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	NA	NA	AC005954.4
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006004.1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006019.3
0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	NA	NA	AC006019.4
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006026.10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	AC006026.9
0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	NA	AC006028.11
1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	NA	NA	AC006033.22
0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	NA	NA	AC006042.6
0	0	1	1	2	5	0	0	0	0	0	4	5	1	0	0	0	0	0	0	0	NA	NA	AC006042.7
4	0	6	10	1	20	4	11	0	3	6	6	30	4	1	0	1	0	11	1	8	NA	NA	AC006042.8
0	0	1	0	0	0	1	0	0	0	0	1	4	0	1	0	0	0	1	0	1	NA	NA	AC006077.3
0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	NA	NA	AC006116.12
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	AC006116.13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC006116.15
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	AC006116.17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	AC006116.19
1	2	1	2	0	6	1	0	0	1	0	2	4	0	0	0	0	0	3	1	3	NA	NA	AC006116.20
0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC006116.22
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006126.3
0	0	1	0	0	2	4	0	0	1	0	1	5	0	2	0	0	1	0	1	1	NA	NA	AC006126.4
5	0	12	10	0	7	0	1	0	1	3	7	12	2	1	0	9	0	8	9	11	NA	NA	AC006128.2
1	0	1	4	1	8	1	1	0	5	5	1	6	1	1	0	0	0	4	0	1	NA	NA	AC006129.1
0	0	1	1	0	0	0	0	0	1	0	1	11	2	0	0	3	0	1	0	4	NA	NA	AC006129.2
0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	NA	NA	AC006129.3
1	0	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	NA	NA	AC006145.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	AC006153.3
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006159.4
0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006159.5
0	0	0	1	0	13	5	0	0	0	2	1	2	0	0	0	0	0	4	1	2	NA	NA	AC006160.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	AC006227.1
0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	NA	NA	AC006272.2
1	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	NA	AC006273.4
0	0	1	1	0	4	11	0	1	1	2	0	4	1	0	0	0	0	0	0	0	NA	NA	AC006273.5
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	NA	NA	AC006277.2
0	0	0	2	0	3	2	2	0	1	0	1	2	0	0	0	0	0	1	1	1	NA	NA	AC006277.3
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006326.3
1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006355.3
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	AC006369.2
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	NA	NA	AC006372.4
0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	NA	NA	AC006378.2
0	0	1	0	1	3	0	1	0	0	2	0	1	0	0	0	0	0	4	0	1	NA	NA	AC006460.2
0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006461.2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006482.1
0	0	1	1	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	AC006486.10
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006499.7
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006509.7
0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	AC006538.1
0	0	6	3	1	4	2	2	0	0	3	0	5	0	0	0	1	0	1	0	3	NA	NA	AC006538.8
0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	NA	NA	AC006539.3
19	2	12	8	3	5	0	3	3	1	3	8	31	8	3	0	3	2	9	3	9	NA	NA	AC006547.13
0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	NA	NA	AC006547.14
0	2	0	0	0	2	0	0	0	4	0	1	4	7	4	0	1	2	1	3	0	NA	NA	AC006548.28
1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	NA	NA	AC006942.4
0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	3	NA	NA	AC006946.12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	AC006946.15
0	0	1	1	0	2	0	0	0	1	1	0	4	0	0	0	0	0	0	1	1	NA	NA	AC006946.16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	AC006947.1
9	2	6	9	0	13	3	5	0	2	2	1	16	3	0	0	3	0	9	2	1	NA	NA	AC006978.6
1	0	0	0	1	13	3	1	0	0	0	1	2	1	0	0	0	0	0	0	0	NA	NA	AC006994.1
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC006994.2
2	1	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	NA	NA	AC007000.10
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007000.11
2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	NA	NA	AC007000.12
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007016.3
1	0	1	6	0	3	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	NA	NA	AC007036.4
0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	NA	NA	AC007036.6
7	2	9	15	2	20	6	0	5	3	8	4	6	1	0	0	3	1	9	3	5	NA	NA	AC007038.7
2	0	0	1	1	1	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	NA	NA	AC007040.11
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007040.6
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC007040.8
4	0	4	1	1	5	0	2	0	0	0	1	1	0	0	0	0	0	0	1	1	NA	NA	AC007050.17
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	AC007050.18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	AC007064.22
0	0	0	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	NA	NA	AC007078.4
1	0	0	0	0	1	0	0	0	0	0	3	7	3	0	0	1	0	0	0	0	NA	NA	AC007099.1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007128.1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	AC007136.1
2	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	3	1	0	NA	NA	AC007161.5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007163.10
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007163.11
0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	AC007163.3
3	1	0	0	5	7	2	3	0	2	0	1	7	5	0	0	0	0	5	2	10	NA	NA	AC007163.6
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007163.8
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007163.9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	NA	NA	AC007182.6
5	2	9	12	5	23	6	1	1	2	2	5	18	1	3	1	1	1	6	1	5	NA	NA	AC007191.4
1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	AC007193.10
