#NAME	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
#CLASS_CvsI	Infected	Infected	Infected	Infected	Infected	Control	Control	Control	Control	Control
AC004980.2	0	0	0	0	0	0	0	0	0	0
AC004980.7	22	11	28	3	27	17	2	4	25	0
AC004980.8	0	0	0	0	0	0	0	0	0	0
AC004980.9	0	0	0	0	1	0	1	0	0	0
AC004984.1	0	0	0	0	0	0	0	0	0	0
AC004985.12	1	2	0	1	0	1	0	1	0	0
AC004987.10	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	0	0	0	2	1	1	1	0	0
AC004988.1	5	5	1	1	2	0	0	1	0	2
AC005000.1	0	0	0	0	0	0	0	0	0	0
AC005007.3	0	0	0	0	0	0	0	0	0	0
AC005008.2	0	0	0	0	0	0	0	0	0	0
AC005008.3	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	1	0	0	0	0	0	0	0
AC005014.5	1	0	0	0	0	0	0	0	0	0
AC005017.2	1	0	0	0	0	0	0	0	0	0
AC005019.2	0	0	4	0	0	0	0	0	0	1
AC005019.3	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0
AC005024.1	0	0	0	0	0	0	0	0	0	0
AC005027.3	0	0	0	0	0	0	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	1	0
AC005034.2	0	0	0	0	0	0	0	0	0	0
AC005037.1	0	0	0	0	0	0	0	0	0	0
AC005037.3	1	0	0	0	1	0	0	0	0	0
AC005037.4	3	0	0	0	1	0	0	1	0	0
AC005037.6	3	1	0	0	0	0	0	0	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0
AC005042.1	0	0	0	0	0	0	0	0	0	0
AC005042.2	2	0	4	1	0	0	0	0	0	0
AC005042.3	0	0	0	0	0	0	0	0	0	0
AC005042.4	26	7	32	2	12	5	1	15	4	1
AC005042.5	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0
AC005052.1	0	0	0	0	0	0	0	0	0	0
AC005062.2	4	0	4	0	5	0	0	0	1	0
AC005071.1	0	0	0	0	1	0	0	0	0	0
AC005071.2	0	0	0	0	0	0	0	0	0	0
AC005071.3	0	0	0	0	0	0	0	0	0	1
AC005071.4	0	0	0	0	0	0	0	0	0	0
AC005076.5	0	0	0	0	0	0	1	0	0	0
AC005077.12	0	0	1	0	0	0	0	0	0	0
AC005077.14	6	1	4	1	0	0	0	0	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0
AC005077.7	0	0	0	0	0	0	0	0	0	0
AC005077.8	0	0	0	0	0	0	0	0	0	0
AC005077.9	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0
AC005082.12	0	2	1	0	7	0	0	1	0	0
AC005083.1	1	0	1	0	1	0	1	0	0	0
AC005086.1	0	0	0	0	1	0	0	0	0	0
AC005086.2	0	0	0	0	0	0	0	0	0	0
AC005086.3	0	0	0	0	0	0	0	0	0	0
AC005088.1	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0
AC005102.1	1	0	0	0	0	0	0	0	0	0
AC005104.3	2	1	1	0	4	0	0	0	1	0
AC005105.2	0	0	0	0	1	0	0	0	1	0
AC005150.1	0	0	0	0	0	0	0	0	0	0
AC005150.2	0	0	0	0	0	0	0	0	0	0
AC005150.3	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	0	0
AC005154.6	586	416	530	42	901	309	60	226	180	39
AC005154.7	14	18	17	1	23	8	1	6	0	0
AC005154.8	3	3	4	0	1	1	1	6	0	1
AC005158.1	0	0	0	0	0	0	0	0	0	0
AC005159.1	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0
AC005162.4	0	1	0	0	0	0	0	1	0	0
AC005162.5	1	0	0	0	0	0	0	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	0	0	0	0	0
AC005176.3	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0
AC005187.1	0	0	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	0	0	0	0	0	0	0
AC005197.2	0	0	0	0	0	0	0	0	1	0
AC005204.1	0	0	0	0	0	0	0	0	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	0	0	0	1	0	0	0	0	0
AC005224.2	2	0	3	1	0	3	0	0	2	0
AC005227.1	0	0	0	0	0	0	0	0	0	0
AC005229.1	0	0	0	0	0	0	0	0	1	0
AC005229.5	0	0	0	0	0	0	0	0	0	0
AC005229.7	0	0	0	0	0	0	0	0	0	0
AC005235.1	0	0	0	0	0	0	0	0	0	0
AC005237.2	0	0	0	0	0	0	0	0	0	0
AC005237.4	3	4	1	0	2	0	0	1	2	0
AC005251.3	1	0	2	1	2	0	0	0	0	0
AC005253.2	15	7	10	2	17	11	0	17	3	0
AC005253.4	0	0	0	0	0	0	0	0	0	0
AC005255.3	2	0	2	0	1	0	0	0	0	0
AC005255.5	0	0	0	1	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	0
AC005262.3	0	0	0	0	0	0	0	0	0	0
AC005262.4	0	0	0	0	0	0	0	0	0	0
AC005264.2	29	13	11	1	15	5	1	17	4	4
AC005276.1	0	0	0	0	0	0	0	0	0	0
AC005281.1	0	0	0	0	0	0	0	0	0	0
AC005281.2	1	0	0	0	0	0	0	1	0	0
AC005284.1	0	0	0	0	0	0	0	0	0	0
AC005284.2	0	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	0	0	0	0	0	0	0
AC005300.5	0	0	0	0	0	0	0	0	0	0
AC005301.8	0	0	0	0	0	0	0	0	0	0
AC005304.1	0	0	0	0	0	0	0	0	0	0
AC005306.3	0	0	0	1	0	0	0	0	0	0
AC005307.1	0	0	0	0	1	0	0	0	0	0
AC005307.3	0	0	0	0	1	0	1	0	0	0
AC005324.6	0	0	1	0	0	0	0	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0
AC005329.7	0	2	0	0	0	1	0	0	1	0
AC005330.2	0	0	0	0	1	0	0	0	0	0
AC005336.4	1	1	0	0	0	1	0	0	1	0
AC005336.5	0	0	0	0	0	0	0	0	0	0
AC005339.1	0	0	0	0	0	0	0	0	0	0
AC005339.2	0	0	0	0	0	0	0	0	0	0
AC005351.1	0	0	0	0	1	0	0	0	0	0
AC005355.1	0	0	0	0	0	0	0	0	0	0
AC005355.2	4	1	0	0	1	0	0	0	0	0
AC005355.3	3	0	0	0	1	0	0	0	0	0
AC005357.1	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	1	0	0	0	0	0	0	0
AC005363.11	0	0	0	0	0	0	0	0	0	0
AC005363.9	0	0	0	0	0	0	0	0	0	0
AC005371.1	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0
AC005387.2	2	0	0	1	3	0	0	0	0	0
AC005387.3	0	0	0	0	0	0	0	0	2	0
AC005391.2	0	0	0	0	0	0	0	0	0	0
AC005392.13	0	0	0	0	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0	0	0	0	0
AC005412.1	0	0	0	0	0	0	0	0	0	0
AC005477.1	1	6	7	0	1	1	0	0	0	0
AC005480.1	0	0	1	1	2	1	0	0	0	0
AC005481.5	1	0	0	1	1	1	0	1	1	0
AC005487.2	1	0	0	0	0	0	0	0	0	0
AC005488.11	0	0	0	0	0	0	0	0	0	0
AC005498.1	0	0	0	0	0	0	0	0	0	0
AC005498.3	0	0	0	0	0	0	0	0	0	0
AC005498.4	0	0	0	0	0	0	0	0	0	0
AC005510.3	0	0	0	0	0	0	0	0	0	0
AC005513.1	0	0	0	0	0	0	0	0	0	0
AC005514.2	0	1	0	0	0	0	0	0	0	0
AC005517.3	3	1	5	0	0	0	0	1	1	0
AC005518.2	0	0	0	0	0	0	0	0	1	0
AC005519.4	16	3	5	0	6	2	1	3	11	1
AC005522.6	0	0	0	0	0	0	0	0	0	0
AC005522.7	0	0	1	0	0	0	0	0	1	0
AC005523.2	0	0	0	0	0	0	0	0	0	0
AC005523.3	0	0	0	0	0	0	0	0	0	0
AC005532.5	3	2	1	0	0	0	0	0	2	0
AC005534.6	0	0	0	3	0	0	0	0	1	0
AC005534.8	0	1	1	0	1	0	0	1	0	0
AC005537.2	0	1	0	0	0	0	0	0	0	0
AC005538.1	0	0	0	0	0	0	0	0	0	0
AC005538.3	0	0	0	0	0	0	0	0	0	0
AC005538.5	0	0	0	0	0	0	0	0	0	0
AC005539.2	1	0	0	1	1	0	1	0	0	0
AC005540.1	0	0	0	0	0	0	0	0	0	0
AC005540.3	35	13	22	2	20	8	0	4	4	2
AC005546.2	0	2	0	0	3	0	0	0	0	0
AC005549.1	0	0	0	0	0	0	0	0	0	0
AC005549.2	0	0	0	0	0	0	0	0	0	0
AC005550.3	11	4	13	2	17	22	5	11	14	3
AC005550.5	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	0	0	0	0	0	0	0	0
AC005562.1	5	4	15	2	7	7	0	6	2	0
AC005562.2	0	0	0	0	0	0	0	0	0	0
AC005578.3	0	0	1	0	1	0	0	0	0	0
AC005588.2	0	0	0	0	0	0	0	0	0	0
AC005592.1	0	1	0	0	1	0	0	9	0	0
AC005592.2	5	0	3	0	6	0	1	5	0	0
AC005592.3	0	0	0	0	0	0	0	3	0	0
AC005593.2	0	0	0	0	0	0	0	0	0	0
AC005597.1	0	0	0	0	0	0	0	0	0	0
AC005599.1	0	0	0	0	0	0	0	0	0	0
AC005606.14	0	0	0	0	0	0	0	0	0	0
AC005606.15	0	0	0	0	0	0	0	0	0	0
AC005609.16	0	0	0	0	0	0	0	0	0	0
AC005609.17	0	0	0	0	0	0	0	0	0	0
AC005609.18	0	0	0	0	0	0	0	0	0	0
AC005609.19	0	0	0	0	0	0	0	0	0	0
AC005609.2	0	0	0	0	0	0	0	0	0	0
AC005609.20	0	0	0	0	0	0	0	0	0	0
AC005614.3	1	4	0	1	3	0	0	0	0	0
AC005614.5	0	0	0	0	1	0	0	1	0	0
AC005616.1	0	0	0	0	0	0	0	0	0	0
AC005616.2	0	0	0	0	0	0	0	0	0	0
AC005618.6	13	7	12	0	2	2	1	2	0	0
AC005618.8	0	0	0	0	0	0	0	0	0	0
AC005618.9	0	0	0	0	0	0	0	0	0	0
AC005621.1	0	0	0	0	0	0	0	0	0	0
AC005624.2	0	0	1	0	0	1	0	0	0	0
AC005625.1	0	0	0	1	0	0	0	0	0	0
AC005626.3	0	0	0	0	0	0	0	0	0	0
AC005631.1	0	0	0	0	0	0	0	0	0	0
AC005668.1	0	0	0	0	0	0	0	0	0	0
AC005682.5	2	2	1	1	8	1	2	8	6	0
AC005682.6	2	0	0	0	0	0	0	0	1	0
AC005682.7	4	0	0	0	0	0	0	0	0	0
AC005686.1	0	0	0	0	0	0	0	0	0	0
AC005701.1	0	0	0	0	0	0	0	0	0	0
AC005702.1	0	0	0	0	0	0	0	0	0	0
AC005702.2	0	0	0	0	0	0	0	0	0	0
AC005702.3	1	0	0	0	0	0	0	0	0	0
AC005702.4	0	1	0	0	0	0	0	0	0	0
AC005703.2	0	0	0	0	0	0	0	0	0	0
AC005703.3	0	0	0	0	0	0	0	0	0	0
AC005722.4	0	0	0	0	0	0	0	0	0	0
AC005725.1	0	0	0	0	0	0	0	0	0	0
AC005730.2	0	0	0	0	0	0	0	0	0	0
AC005740.3	0	0	0	0	0	0	0	0	0	0
AC005740.4	0	0	0	0	0	0	0	0	1	0
AC005740.5	0	0	0	0	0	0	0	0	1	0
AC005740.6	11	3	3	1	2	4	0	9	3	0
AC005741.2	0	0	0	1	0	0	0	0	0	0
AC005752.10	0	2	0	0	0	0	0	0	0	0
AC005753.1	0	0	4	0	6	4	0	19	3	0
AC005754.7	4	2	0	0	1	1	0	0	0	0
AC005754.8	1	1	2	0	1	0	0	0	1	1
AC005757.6	0	0	4	0	2	0	0	1	1	0
AC005757.7	0	0	0	0	0	0	0	0	0	0
AC005758.1	0	0	0	0	0	0	0	0	0	0
AC005772.2	0	0	0	0	0	0	0	0	0	0
AC005775.2	1	1	0	0	2	1	0	0	0	0
AC005776.1	1	0	4	1	6	0	1	2	9	0
AC005777.3	0	0	0	0	0	0	0	0	0	0
AC005779.2	0	1	0	0	0	0	0	0	0	0
AC005780.1	0	0	0	0	0	0	0	0	0	0
AC005783.1	0	0	0	0	0	0	0	0	0	0
AC005785.2	8	1	4	0	7	3	0	1	1	0
AC005785.5	0	1	8	0	5	0	1	1	1	1
AC005786.3	0	0	0	0	0	0	0	0	0	0
AC005786.5	0	0	0	0	0	0	0	0	0	0
AC005786.6	0	0	0	0	1	0	0	0	0	0
AC005786.7	0	0	0	0	0	0	0	0	0	0
AC005789.9	0	0	0	0	0	0	0	0	0	0
AC005794.1	0	0	0	0	0	0	0	0	0	0
AC005795.1	4	4	5	1	17	1	2	1	0	2
AC005796.2	0	0	0	0	0	0	0	0	0	0
AC005808.3	0	0	0	0	0	0	0	0	0	0
AC005822.1	2	3	8	0	7	0	0	0	1	0
AC005828.1	0	0	0	0	0	0	0	0	0	0
AC005838.2	0	0	0	0	0	0	0	0	0	0
AC005863.1	0	0	1	0	1	0	0	0	0	0
AC005863.2	0	0	0	0	0	0	0	0	0	0
AC005884.1	9	4	6	0	15	5	0	0	2	0
AC005901.1	0	0	0	0	0	0	0	0	0	0
AC005915.1	0	0	0	0	0	0	0	0	0	0
AC005926.1	0	0	0	0	0	0	0	0	0	0
AC005932.1	1	0	0	0	0	0	0	0	0	0
AC005943.6	0	0	0	0	0	0	0	0	0	0
AC005944.2	0	0	0	0	0	0	0	0	0	0
AC005954.3	2	2	0	0	0	0	0	0	0	0
AC005954.4	0	0	0	1	2	0	0	3	3	0
AC006000.5	0	0	0	0	0	0	0	0	0	0
AC006003.3	0	0	0	0	0	0	0	0	0	0
AC006004.1	1	0	0	0	0	0	0	0	0	0
AC006007.1	0	0	0	0	0	0	0	0	0	0
AC006011.4	0	0	0	0	0	0	0	0	0	0
AC006014.7	0	0	0	0	0	0	0	0	0	0
AC006014.8	0	0	0	0	0	0	0	0	0	0
AC006019.1	0	0	0	0	0	0	0	0	0	0
AC006019.3	0	0	0	0	0	1	0	0	0	0
AC006019.4	0	1	1	1	1	0	0	0	0	0
AC006022.4	0	0	0	0	0	0	0	0	0	0
AC006026.1	0	0	0	0	0	0	0	0	0	0
AC006026.10	0	1	0	0	0	1	0	0	0	0
AC006026.12	0	0	0	0	0	0	0	0	0	0
AC006026.13	0	0	0	0	0	0	0	0	0	0
AC006026.9	0	0	0	0	1	0	0	0	0	0
AC006028.11	1	1	0	0	1	0	0	1	0	0
AC006033.22	0	4	0	0	3	1	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	0	0	0	0	0	0	0	0	0
AC006042.6	0	0	2	0	0	0	0	0	0	0
AC006042.7	5	4	6	0	0	0	0	1	1	2
AC006042.8	35	15	34	1	21	4	0	6	10	1
AC006050.2	0	0	0	0	0	0	0	0	0	0
AC006070.12	0	0	0	0	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0
AC006077.3	1	1	4	1	2	0	0	1	0	0
AC006077.4	0	0	0	0	0	0	0	0	0	0
AC006088.1	0	0	0	0	0	0	0	0	0	0
AC006115.1	0	0	0	0	0	0	0	0	0	0
AC006115.6	0	0	0	0	0	0	0	0	0	0
AC006116.1	0	0	0	0	0	0	0	0	0	0
AC006116.12	0	1	1	1	0	0	0	0	0	0
AC006116.13	1	0	0	0	1	0	0	0	0	0
AC006116.14	0	0	0	0	0	0	0	0	0	0
AC006116.15	0	0	0	1	0	0	0	0	0	0
AC006116.17	0	1	0	0	0	0	0	0	0	0
AC006116.19	0	0	0	0	1	0	0	0	0	0
AC006116.20	7	3	4	0	7	1	2	1	2	0
AC006116.21	0	0	0	0	0	0	0	0	0	0
AC006116.22	2	0	1	0	0	0	0	0	0	0
AC006116.24	0	0	0	0	0	0	0	0	0	0
AC006116.27	0	0	0	0	0	0	0	0	0	0
AC006126.3	0	0	0	0	0	1	0	0	0	0
AC006126.4	6	2	5	2	3	0	0	1	0	0
AC006128.2	8	11	14	1	37	5	0	12	10	0
AC006129.1	10	11	7	1	5	1	0	1	4	1
AC006129.2	0	2	13	0	8	0	0	1	1	0
AC006129.3	0	0	0	3	3	0	0	1	0	0
AC006130.1	0	0	0	0	0	0	0	0	0	0
AC006130.3	0	0	0	0	0	0	0	0	0	0
AC006130.4	0	0	0	0	0	0	0	0	0	0
AC006133.3	0	0	0	0	0	0	0	0	0	0
AC006133.7	0	0	0	0	0	0	0	0	0	0
AC006145.1	0	0	0	0	0	0	0	0	0	0
AC006145.4	2	1	0	0	1	1	0	4	0	1
AC006150.1	0	0	0	0	0	0	0	0	0	0
AC006150.2	0	0	0	0	0	0	0	0	0	0
AC006153.3	0	0	0	0	1	0	0	0	0	0
AC006156.2	0	0	0	0	0	0	0	0	0	0
AC006159.4	0	1	0	0	0	0	0	0	0	0
AC006159.5	4	0	0	0	0	0	0	3	1	0
AC006160.5	18	3	2	0	7	0	0	0	1	0
AC006195.2	0	0	0	0	0	0	0	0	0	0
AC006196.1	0	0	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	1	0	0	0	0	0	0
AC006262.10	0	0	0	0	0	0	0	0	0	0
AC006262.11	0	0	0	0	0	0	0	0	0	0
AC006262.4	0	0	0	0	0	0	0	0	0	0
AC006262.5	0	0	0	0	0	0	0	0	0	0
AC006272.1	0	0	0	0	0	0	0	0	0	0
AC006272.2	0	1	0	0	2	0	0	1	1	0
AC006273.4	4	0	1	1	0	1	0	0	0	0
AC006273.5	16	3	5	0	0	0	0	1	1	0
AC006277.2	0	0	2	0	0	0	0	0	0	0
AC006277.3	7	2	2	0	3	0	0	0	2	0
AC006288.1	0	0	0	0	0	0	0	0	0	0
AC006296.1	0	0	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0
AC006322.1	0	0	0	0	0	0	0	0	0	0
AC006326.3	0	0	0	0	0	0	0	0	0	1
AC006326.5	0	0	0	0	0	0	0	0	0	0
AC006328.1	0	0	0	0	0	0	0	0	0	0
AC006328.2	0	0	0	0	0	0	0	0	0	0
AC006328.3	0	0	0	0	0	0	0	0	0	0
AC006328.4	0	0	0	0	0	0	0	0	0	0
AC006328.9	0	0	0	0	0	0	0	0	0	0
AC006335.10	0	0	0	0	0	0	0	0	0	0
AC006335.11	0	0	0	0	0	0	0	0	0	0
AC006335.2	0	0	0	0	0	0	0	0	0	0
AC006335.6	0	0	0	0	0	0	0	0	0	0
AC006355.3	2	0	0	0	0	1	1	0	2	0
AC006359.1	0	0	0	0	0	0	0	0	0	0
AC006366.3	0	0	0	0	0	0	0	0	0	0
AC006369.2	0	0	2	0	0	0	0	0	0	0
AC006369.3	0	0	0	0	0	0	0	0	0	0
AC006371.1	0	0	0	0	0	0	0	0	0	0
AC006372.4	0	1	1	0	2	0	0	0	0	0
AC006372.5	0	0	0	0	0	0	0	0	0	0
AC006372.6	0	0	0	0	0	0	0	0	0	0
AC006373.1	0	0	0	0	0	0	0	0	0	0
AC006377.1	0	0	0	0	0	0	0	0	0	0
AC006378.2	1	0	0	0	2	0	0	0	2	1
AC006380.1	0	0	0	0	0	0	0	0	0	0
AC006380.3	0	0	0	0	0	0	0	0	0	0
AC006386.1	0	0	0	0	0	0	0	0	0	0
AC006390.4	0	0	0	0	0	0	0	0	0	0
AC006427.2	0	0	0	0	0	0	0	0	0	0
AC006445.1	0	0	0	0	0	0	0	0	0	0
AC006445.6	0	0	0	0	0	0	0	0	0	0
AC006445.7	0	0	0	0	0	0	0	0	0	0
AC006448.1	0	0	0	0	0	0	0	0	0	0
AC006449.1	0	0	0	0	0	0	0	0	0	0
AC006449.2	0	0	0	0	0	0	0	0	0	0
AC006452.1	0	0	0	0	0	0	0	0	0	0
AC006452.2	0	0	0	0	0	0	0	0	0	0
AC006458.3	0	0	0	0	0	0	0	0	0	0
AC006460.2	4	2	1	0	5	0	0	1	0	1
AC006461.1	0	0	0	0	0	0	0	0	0	0
AC006461.2	3	1	0	0	0	0	0	0	0	0
AC006466.5	0	0	0	0	0	0	0	0	0	0
AC006478.1	0	0	0	0	0	0	0	0	0	0
AC006480.1	0	0	0	0	0	0	0	0	0	0
AC006482.1	1	0	0	0	0	0	0	0	0	0
AC006483.1	0	0	0	0	0	0	0	0	0	0
AC006483.5	0	0	0	0	0	0	0	0	0	0
AC006486.10	6	0	2	0	0	0	0	1	1	0
AC006486.9	0	0	0	0	0	0	0	0	0	0
AC006487.1	0	0	0	0	0	0	0	0	0	0
AC006499.1	0	0	0	0	0	0	0	0	0	0
AC006499.2	0	0	0	0	0	0	0	0	0	0
AC006499.3	0	0	0	0	0	0	0	0	0	0
AC006499.4	0	0	0	0	0	0	0	0	0	0
AC006499.5	0	0	0	0	0	0	0	0	0	0
AC006499.6	0	0	0	0	0	0	0	0	0	0
AC006499.7	1	0	0	0	0	0	0	0	0	0
AC006499.9	0	0	0	0	0	0	0	0	0	0
AC006509.4	0	0	0	0	0	0	0	0	0	0
AC006509.7	1	0	0	0	0	0	0	0	0	0
AC006518.1	0	0	0	0	0	0	0	0	0	0
AC006518.2	0	0	0	0	0	0	0	0	0	0
AC006534.1	0	0	0	0	0	0	0	0	0	0
AC006534.2	0	0	0	0	0	0	0	0	0	0
AC006534.3	0	0	0	0	0	0	0	0	0	0
AC006538.1	2	1	1	0	0	0	0	0	2	0
AC006538.4	0	0	0	0	0	0	0	0	0	0
AC006538.8	8	3	5	0	5	0	0	6	3	1
AC006539.1	0	0	0	0	0	0	0	0	0	0
AC006539.2	0	0	0	0	0	0	0	0	0	0
AC006539.3	0	0	1	0	3	0	0	1	3	0
AC006539.6	0	0	0	0	0	0	0	0	0	0
AC006547.13	11	12	39	3	26	19	2	12	8	3
AC006547.14	0	0	1	1	2	0	1	0	0	0
AC006547.15	0	0	0	0	0	0	0	0	0	0
AC006547.8	0	0	0	0	0	0	0	0	0	0
AC006548.19	0	0	0	0	0	0	0	0	0	0
AC006548.26	0	0	0	0	0	0	0	0	0	0
AC006548.28	2	5	11	4	7	0	2	0	0	0
AC006552.1	0	0	0	0	0	0	0	0	0	0
AC006557.1	0	0	0	0	0	0	0	0	0	0
AC006840.1	0	0	0	0	0	0	0	0	0	0
AC006925.1	0	0	0	0	0	0	0	0	0	0
AC006926.1	0	0	0	0	0	0	0	0	0	0
AC006942.4	1	1	1	0	4	1	0	0	0	0
AC006946.12	0	1	2	0	6	0	0	0	0	0
AC006946.15	0	0	0	0	1	0	0	0	0	0
AC006946.16	2	2	4	0	2	0	0	1	1	0
AC006946.17	0	0	0	0	0	0	0	0	0	0
AC006947.1	0	0	0	0	1	0	0	0	0	0
AC006960.5	0	0	0	0	0	0	0	0	0	0
AC006960.7	0	0	0	0	0	0	0	0	0	0
AC006978.6	21	5	19	0	15	9	2	6	9	0
AC006987.4	0	0	0	0	0	0	0	0	0	0
AC006987.5	0	0	0	0	0	0	0	0	0	0
AC006987.6	0	0	0	0	0	0	0	0	0	0
AC006987.7	0	0	0	0	0	0	0	0	0	0
AC006988.1	0	0	0	0	0	0	0	0	0	0
AC006989.2	0	0	0	0	0	0	0	0	0	0
AC006994.1	17	1	3	0	0	1	0	0	0	1
AC006994.2	1	0	0	0	0	0	0	1	0	0
AC006994.3	0	0	0	0	0	0	0	0	0	0
AC006995.8	0	0	0	0	0	0	0	0	0	0
AC007000.10	3	1	0	0	3	2	1	1	0	2
AC007000.11	2	0	0	0	0	0	0	0	0	0
AC007000.12	2	0	2	0	1	2	0	0	0	0
AC007003.1	0	0	0	0	0	0	0	0	0	0
AC007006.1	0	0	0	0	0	0	0	0	0	0
AC007009.1	0	0	0	0	0	0	0	0	0	0
AC007009.2	0	0	0	0	0	0	0	0	0	0
AC007016.3	1	0	0	0	0	0	0	0	0	0
AC007036.4	3	1	0	0	4	1	0	1	6	0
AC007036.5	0	0	0	0	0	0	0	0	0	0
AC007036.6	0	0	1	0	3	0	0	0	1	0
AC007038.7	31	15	7	0	21	7	2	9	15	2
AC007040.1	0	0	0	0	0	0	0	0	0	0
AC007040.11	1	0	2	3	1	2	0	0	1	1
AC007040.2	0	0	0	0	0	0	0	0	0	0
AC007040.3	0	0	0	0	0	0	0	0	0	0
AC007040.6	1	0	0	0	0	0	0	0	0	0
AC007040.8	0	1	1	0	0	0	0	0	0	0
AC007041.1	0	0	0	0	0	0	0	0	0	0
AC007041.2	0	0	0	0	0	0	0	0	0	0
AC007050.1	0	0	0	0	0	0	0	0	0	0
AC007050.17	7	1	1	0	2	4	0	4	1	1
AC007050.18	0	0	1	0	0	0	0	0	0	0
AC007056.1	0	0	0	0	0	0	0	0	0	0
AC007064.22	0	0	0	0	1	0	0	0	0	0
AC007064.24	0	0	0	0	0	0	0	0	0	0
AC007064.25	0	0	0	0	0	0	0	0	0	0
AC007078.4	1	4	0	0	2	0	0	0	4	0
AC007091.1	0	0	0	0	0	0	0	0	0	0
AC007096.1	0	0	0	0	0	0	0	0	0	0
AC007098.1	0	0	0	0	0	0	0	0	0	0
AC007099.1	1	3	10	0	1	1	0	0	0	0
AC007099.2	0	0	0	0	0	0	0	0	0	0
AC007106.1	0	0	0	0	0	0	0	0	0	0
AC007115.3	0	0	0	0	0	0	0	0	0	0
AC007126.1	0	0	0	0	0	0	0	0	0	0
AC007128.1	0	0	0	0	0	0	1	0	0	0
AC007131.1	0	0	0	0	0	0	0	0	0	0
AC007131.2	0	0	0	0	0	0	0	0	0	0
AC007131.3	0	0	0	0	0	0	0	0	0	0
AC007136.1	0	0	1	0	0	0	0	0	0	0
AC007161.5	1	1	1	1	4	2	0	1	1	0
AC007163.1	0	0	0	0	0	0	0	0	0	0
AC007163.10	1	0	0	0	0	0	0	0	0	0
AC007163.11	0	0	0	0	0	0	0	1	0	0
AC007163.2	0	0	0	0	0	0	0	0	0	0
AC007163.3	0	1	0	0	0	0	0	1	0	1
AC007163.6	12	3	12	0	17	3	1	0	0	5
AC007163.8	1	0	0	0	0	0	0	0	0	0
AC007163.9	1	0	0	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0	0	0	0
AC007179.2	0	0	0	0	0	0	0	0	0	0
AC007182.6	0	0	0	0	3	0	0	0	0	0
AC007191.4	31	9	19	4	14	5	2	9	12	5
AC007192.6	0	0	0	0	0	0	0	0	0	0
AC007193.10	0	0	0	0	0	1	0	4	1	0
AC007193.6	0	0	0	0	0	0	0	0	0	0
AC007193.8	0	0	0	0	0	0	0	0	0	0
AC007193.9	0	0	0	0	0	0	0	0	0	0
AC007204.2	0	0	0	0	0	0	0	0	0	0
AC007204.3	0	0	0	0	0	0	0	0	0	0
AC007216.1	0	0	0	0	0	0	0	0	0	0
AC007224.1	0	0	0	0	0	0	0	0	0	0
AC007228.11	12	1	2	1	1	1	0	2	0	0
AC007228.5	0	0	0	0	1	0	0	0	0	0
AC007228.8	0	0	0	0	0	0	0	0	0	0
AC007228.9	2	0	0	0	1	0	0	0	0	0
AC007229.3	0	0	0	0	1	0	0	0	0	0
AC007237.2	2	0	0	0	1	0	0	1	0	0
AC007238.1	1	2	9	2	11	3	2	0	1	0
AC007241.1	0	0	0	0	0	0	0	0	0	0
